Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Autism Spectrum Disorders,C1510586,DNMT3A,1788,Q9Y6K1,DNA methyltransferase 3 alpha,,350,0.445,0.846,7.3538E-39,0.31,,1,2,1,2014,2019
Autism Spectrum Disorders,C1510586,DIPK2A,205428,Q8NDZ4,divergent protein kinase domain 2A,,15,0.78,0.385,0.00051408,0.31,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,DIP2A,23181,Q14689,disco interacting protein 2 homolog A,,18,0.76,0.231,0.11301,0.31,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,SIN3A,25942,Q96ST3,SIN3 transcription regulator family member A,Enzyme,184,0.551,0.692,1,0.31,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,GLRA2,2742,P23416,glycine receptor alpha 2,Ion channel,15,0.751,0.423,0.97334,0.31,limited,1,2,1,2016,2017
Autism Spectrum Disorders,C1510586,GTF2I,2969,P78347,general transcription factor IIi,,249,0.5,0.808,0.99592,0.31,,1,1,0,2012,2012
Autism Spectrum Disorders,C1510586,HFE,3077,Q30201,homeostatic iron regulator,,415,0.436,0.846,2.5587E-08,0.31,,1,2,0,2009,2010
Autism Spectrum Disorders,C1510586,MTNR1B,4544,P49286,melatonin receptor 1B,G-protein coupled receptor,93,0.588,0.731,0.00064771,0.31,,0,1,0,2010,2010
Autism Spectrum Disorders,C1510586,PAH,5053,P00439,phenylalanine hydroxylase,,219,0.516,0.769,6.4046E-23,0.31,,1,2,0,2013,2019
Autism Spectrum Disorders,C1510586,PCDH9,5101,Q9HC56,protocadherin 9,,35,0.682,0.5,0.80865,0.31,,1,1,0,2008,2008
Autism Spectrum Disorders,C1510586,FEV,54738,Q99581,"FEV transcription factor, ETS family member",Transcription factor,86,0.593,0.692,0.0081114,0.31,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,DPP10,57628,Q8N608,dipeptidyl peptidase like 10,Enzyme,32,0.695,0.577,0.99999,0.31,,1,1,0,2008,2008
Autism Spectrum Disorders,C1510586,RARB,5915,P10826,retinoic acid receptor beta,Nuclear receptor,254,0.478,0.846,0.99983,0.31,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,USH2A,7399,O75445,usherin,Enzyme modulator,119,0.579,0.692,1.5692E-94,0.31,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,DIPK2B,79742,Q9H7Y0,divergent protein kinase domain 2B,,5,0.861,0.269,0.000032801,0.31,,1,2,0,2011,2011
Autism Spectrum Disorders,C1510586,TET1,80312,Q8NFU7,tet methylcytosine dioxygenase 1,,156,0.523,0.808,1,0.31,,1,2,0,2014,2014
Autism Spectrum Disorders,C1510586,LAMC3,10319,Q9Y6N6,laminin subunit gamma 3,Enzyme modulator,30,0.722,0.308,1.3704E-23,0.3,,1,2,0,2011,2017
Autism Spectrum Disorders,C1510586,CIRBP,1153,Q14011,cold inducible RNA binding protein,Nucleic acid binding,72,0.592,0.731,0.33636,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,IQGAP3,128239,Q86VI3,IQ motif containing GTPase activating protein 3,Enzyme modulator,26,0.729,0.308,2.3959E-33,0.3,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,DHCR24,1718,Q15392,24-dehydrocholesterol reductase,Enzyme,216,0.498,0.769,0.031029,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,DIO2,1734,Q92813,iodothyronine deiodinase 2,,79,0.59,0.731,0.6196,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,DIO3,1735,P55073,iodothyronine deiodinase 3,,80,0.593,0.731,0.62331,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,DNMT3B,1789,Q9UBC3,DNA methyltransferase 3 beta,,315,0.453,0.846,0.19964,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,TET3,200424,O43151,tet methylcytosine dioxygenase 3,,59,0.633,0.615,1,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,EPHX2,2053,P34913,epoxide hydrolase 2,Enzyme,97,0.568,0.654,1.7936E-21,0.3,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,MYT1L,23040,Q9UL68,myelin transcription factor 1 like,Transcription factor,46,0.659,0.462,1,0.3,strong,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,CIC,23152,Q96RK0,capicua transcriptional repressor,,141,0.523,0.692,0.99999,0.3,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,FMR1,2332,Q06787,FMRP translational regulator 1,Nucleic acid binding,346,0.473,0.769,0.64718,0.3,,0.98,51,0,2004,2019
Autism Spectrum Disorders,C1510586,HEY1,23462,Q9Y5J3,hes related family bHLH transcription factor with YRPW motif 1,Transcription factor,110,0.551,0.692,0.050181,0.3,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,GABRA5,2558,P31644,gamma-aminobutyric acid type A receptor subunit alpha5,Ion channel,73,0.621,0.385,0.90535,0.3,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,UNC80,285175,Q8N2C7,"unc-80 homolog, NALCN channel complex subunit",,111,0.626,0.462,0.052307,0.3,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,LRRTM3,347731,Q86VH5,leucine rich repeat transmembrane neuronal 3,,7,0.805,0.154,0.97519,0.3,,1,1,0,2010,2010
Autism Spectrum Disorders,C1510586,MET,4233,P08581,"MET proto-oncogene, receptor tyrosine kinase",Kinase,594,0.38,0.846,0.96998,0.3,,1,18,1,2007,2019
Autism Spectrum Disorders,C1510586,NTSR1,4923,P30989,neurotensin receptor 1,G-protein coupled receptor,124,0.563,0.692,1.928E-08,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,SNTG2,54221,Q9NY99,syntrophin gamma 2,,5,0.89,0.077,1.3092E-14,0.3,,1,1,0,2010,2010
Autism Spectrum Disorders,C1510586,LRRN3,54674,Q9H3W5,leucine rich repeat neuronal 3,Receptor,6,0.821,0.115,0.032413,0.3,,1,1,0,2010,2010
Autism Spectrum Disorders,C1510586,NSUN2,54888,Q08J23,NOP2/Sun RNA methyltransferase 2,Enzyme,173,0.559,0.846,0.00025826,0.3,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,GABRQ,55879,Q9UN88,gamma-aminobutyric acid type A receptor subunit theta,Ion channel,21,0.722,0.5,0.0042977,0.3,limited,1,1,0,2015,2015
Autism Spectrum Disorders,C1510586,MIR486-1,619554,,microRNA 486-1,,142,0.521,0.808,,0.3,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,SFSWAP,6433,Q12872,splicing factor SWAP,Nucleic acid binding,17,0.78,0.269,0.99999,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,SLC6A4,6532,P31645,solute carrier family 6 member 4,Transporter,440,0.429,0.808,0.24602,0.3,,0.885,26,1,2004,2019
Autism Spectrum Disorders,C1510586,SLC16A2,6567,P36021,solute carrier family 16 member 2,Transporter,108,0.592,0.577,0.98828,0.3,,1,1,0,2014,2014
Autism Spectrum Disorders,C1510586,SOX5,6660,P35711,SRY-box transcription factor 5,,150,0.545,0.769,0.99995,0.3,,1,1,0,2010,2010
Autism Spectrum Disorders,C1510586,SOX9,6662,P48436,SRY-box transcription factor 9,,466,0.419,0.846,0.99772,0.3,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,TBL1X,6907,O60907,transducin beta like 1 X-linked,,34,0.674,0.538,0.97946,0.3,,1,1,0,2011,2011
Autism Spectrum Disorders,C1510586,CA2,760,P00918,carbonic anhydrase 2,,210,0.506,0.808,1.6946E-06,0.3,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,ROGDI,79641,Q9GZN7,rogdi atypical leucine zipper,,61,0.663,0.462,2.5516E-09,0.3,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,DDHD1,80821,Q8NEL9,DDHD domain containing 1,Enzyme,38,0.716,0.423,0.902,0.3,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,CTTNBP2,83992,Q8WZ74,cortactin binding protein 2,,19,0.722,0.5,1.7221E-11,0.3,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,NEMF,9147,O60524,nuclear export mediator factor,,8,0.805,0.154,0.00035788,0.3,,1,1,0,2017,2017
Autism Spectrum Disorders,C1510586,TBR1,10716,Q16650,T-box brain transcription factor 1,Transcription factor,65,0.666,0.385,0.99901,0.28,,1,8,0,2016,2019
Autism Spectrum Disorders,C1510586,CADPS2,93664,Q86UW7,calcium dependent secretion activator 2,Calcium-binding protein,40,0.716,0.231,0.36785,0.27,,1,7,0,2011,2019
Autism Spectrum Disorders,C1510586,TSC1,7248,Q92574,TSC complex subunit 1,,391,0.44,0.808,1,0.26,,1,6,0,2011,2019
Autism Spectrum Disorders,C1510586,EIF4E,1977,P06730,eukaryotic translation initiation factor 4E,Nucleic acid binding,317,0.448,0.846,0.94133,0.25,,1,5,0,2014,2019
Autism Spectrum Disorders,C1510586,SYN1,6853,P17600,synapsin I,Cellular structure,80,0.597,0.462,0.99216,0.25,,1,5,1,2011,2017
Autism Spectrum Disorders,C1510586,NBEA,26960,Q8NFP9,neurobeachin,,26,0.76,0.538,1,0.24,,1,4,0,2013,2019
Autism Spectrum Disorders,C1510586,OPRM1,4988,P35372,opioid receptor mu 1,G-protein coupled receptor,370,0.457,0.808,7.8882E-11,0.24,,0.75,4,1,2015,2018
Autism Spectrum Disorders,C1510586,MAPK1,5594,P28482,mitogen-activated protein kinase 1,Kinase,1059,0.33,0.923,0.99698,0.23,,1,3,0,2018,2018
Autism Spectrum Disorders,C1510586,CTNNB1,1499,P35222,catenin beta 1,,1368,0.303,0.885,0.99999,0.22,,1,2,0,2010,2017
Autism Spectrum Disorders,C1510586,JAKMIP1,152789,Q96N16,janus kinase and microtubule interacting protein 1,,6,0.839,0.269,0.99986,0.22,,1,2,0,2007,2016
Autism Spectrum Disorders,C1510586,SLC9A9,285195,Q8IVB4,solute carrier family 9 member A9,Transporter,44,0.656,0.577,5.3311E-12,0.22,,1,2,0,2017,2018
Autism Spectrum Disorders,C1510586,NRCAM,4897,Q92823,neuronal cell adhesion molecule,,49,0.666,0.423,0.015254,0.22,,1,2,0,2015,2019
Autism Spectrum Disorders,C1510586,ARID1B,57492,Q8NFD5,AT-rich interaction domain 1B,,270,0.503,0.846,1,0.22,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,SYN2,6854,Q92777,synapsin II,Cellular structure,73,0.653,0.577,,0.22,,1,2,2,2014,2017
Autism Spectrum Disorders,C1510586,TBX1,6899,O43435,T-box transcription factor 1,Transcription factor,417,0.433,0.808,0.83661,0.22,,1,2,0,2011,2014
Autism Spectrum Disorders,C1510586,NRP2,8828,O60462,neuropilin 2,,144,0.539,0.615,0.00080686,0.22,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,CREBBP,1387,Q92793,CREB binding protein,,438,0.428,0.808,1,0.21,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,BRINP1,1620,O60477,BMP/retinoic acid inducible neural specific 1,,64,0.615,0.615,0.99251,0.21,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,DLGAP4,22839,Q9Y2H0,DLG associated protein 4,Receptor,19,0.769,0.269,0.99248,0.21,,1,1,0,2019,2019
Autism Spectrum Disorders,C1510586,ITPR3,3710,Q14573,"inositol 1,4,5-trisphosphate receptor type 3",Ion channel,112,0.555,0.808,2.5541E-22,0.21,,1,1,0,2015,2015
Autism Spectrum Disorders,C1510586,PAK2,5062,Q13177,p21 (RAC1) activated kinase 2,Kinase,62,0.653,0.538,0.97169,0.21,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,SLC7A5,8140,Q01650,solute carrier family 7 member 5,Transporter,173,0.513,0.808,0.23505,0.21,,1,1,0,2020,2020
Autism Spectrum Disorders,C1510586,CAMK2A,815,Q9UQM7,calcium/calmodulin dependent protein kinase II alpha,Kinase,87,0.612,0.538,0.99845,0.21,,1,1,1,2018,2018
Autism Spectrum Disorders,C1510586,ARHGEF10,9639,O15013,Rho guanine nucleotide exchange factor 10,Enzyme,29,0.729,0.577,6.7739E-30,0.21,,1,1,0,2018,2018
Autism Spectrum Disorders,C1510586,ARHGAP32,9743,A7KAX9,Rho GTPase activating protein 32,,11,0.839,0.115,0.99978,0.21,,1,1,0,2016,2016
Autism Spectrum Disorders,C1510586,BCKDK,10295,O14874,branched chain keto acid dehydrogenase kinase,Kinase,12,0.769,0.154,0.000056598,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,CHRNB2,1141,P17787,cholinergic receptor nicotinic beta 2 subunit,Ion channel,96,0.617,0.308,0.00072964,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,EIF4EBP2,1979,Q13542,eukaryotic translation initiation factor 4E binding protein 2,Nucleic acid binding,25,0.716,0.423,0.30552,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,EXT1,2131,Q16394,exostosin glycosyltransferase 1,Enzyme,205,0.522,0.769,0.99732,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,WDFY3,23001,Q8IZQ1,WD repeat and FYVE domain containing 3,,22,0.711,0.423,1,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,TAFA3,284467,Q7Z5A8,TAFA chemokine like family member 3,,1,1,0.038,0.000036668,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,GRIN1,2902,Q05586,glutamate ionotropic receptor NMDA type subunit 1,Ion channel,150,0.561,0.692,0.97629,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,GSTM5,2949,P46439,glutathione S-transferase mu 5,,19,0.78,0.231,1.1942E-07,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,VRK3,51231,Q8IV63,VRK serine/threonine kinase 3,Kinase,8,0.821,0.154,3.2374E-11,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,LRFN2,57497,Q9ULH4,leucine rich repeat and fibronectin type III domain containing 2,,14,0.769,0.308,0.013743,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,PREX1,57580,Q8TCU6,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",Enzyme modulator,52,0.644,0.615,1,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,SYN3,8224,O14994,synapsin III,Cellular structure,38,0.686,0.462,0.0018871,0.2,,,0,0,,
Autism Spectrum Disorders,C1510586,POGZ,23126,Q7Z3K3,pogo transposable element derived with ZNF domain,Transcription factor,117,0.599,0.577,1,0.15,,1,5,42,2016,2019
Autism Spectrum Disorders,C1510586,DEAF1,10522,O75398,DEAF1 transcription factor,,156,0.575,0.615,0.00034113,0.13,,1,4,1,2018,2020
Autism Spectrum Disorders,C1510586,EHMT1,79813,Q9H9B1,euchromatic histone lysine methyltransferase 1,Epigenetic regulator,371,0.46,0.808,1,0.13,,1,4,1,2012,2017
Autism Spectrum Disorders,C1510586,HEPACAM,220296,Q14CZ8,hepatic and glial cell adhesion molecule,,70,0.621,0.5,0.86791,0.11,,1,2,1,2014,2019
Autism Spectrum Disorders,C1510586,PPP2R5D,5528,Q14738,protein phosphatase 2 regulatory subunit B'delta,Enzyme,33,0.722,0.462,0.99993,0.11,,1,1,1,2016,2016
Autism Spectrum Disorders,C1510586,RSS,140821,,Russell Silver syndrome,,103,0.578,0.692,,0.1,,1,14,0,2016,2020
Autism Spectrum Disorders,C1510586,IQSEC2,23096,Q5JU85,IQ motif and Sec7 domain ArfGEF 2,,155,0.573,0.577,0.99998,0.1,,1,1,1,2019,2019
Autism Spectrum Disorders,C1510586,MTOR,2475,P42345,mechanistic target of rapamycin kinase,Kinase,960,0.343,0.885,1,0.1,,1,11,0,2015,2020
Autism Spectrum Disorders,C1510586,GRM5,2915,P41594,glutamate metabotropic receptor 5,G-protein coupled receptor,189,0.525,0.846,0.99872,0.1,,1,13,0,2012,2019
Autism Spectrum Disorders,C1510586,IL1B,3553,P01584,interleukin 1 beta,,1801,0.276,0.962,0.13005,0.1,,1,13,0,2013,2019
Autism Spectrum Disorders,C1510586,IL6,3569,P05231,interleukin 6,,2367,0.248,0.962,0.31536,0.1,,1,15,0,2017,2020
Autism Spectrum Disorders,C1510586,IL10,3586,P22301,interleukin 10,,1679,0.281,0.923,0.0058874,0.1,,1,10,0,2017,2019
Autism Spectrum Disorders,C1510586,IL17A,3605,Q16552,interleukin 17A,,1074,0.324,0.923,0.043049,0.1,,1,11,0,2017,2020
Autism Spectrum Disorders,C1510586,ARSD,414,P51689,arylsulfatase D,Enzyme,163,0.535,0.808,0.0016285,0.1,,0.986,71,0,2007,2020
Autism Spectrum Disorders,C1510586,MECP2,4204,P51608,methyl-CpG binding protein 2,Epigenetic regulator,664,0.414,0.846,0.89382,0.1,,0.974,38,2,2002,2020
Autism Spectrum Disorders,C1510586,MTHFR,4524,P42898,methylenetetrahydrofolate reductase,,985,0.337,0.885,3.2068E-10,0.1,,0.9,10,3,2009,2019
Autism Spectrum Disorders,C1510586,NF1,4763,P21359,neurofibromin 1,Enzyme modulator,380,0.44,0.885,0.90175,0.1,,1,1,1,2019,2019
Autism Spectrum Disorders,C1510586,SHANK1,50944,Q9Y566,SH3 and multiple ankyrin repeat domains 1,,35,0.678,0.385,1,0.1,,1,13,0,2012,2019
Autism Spectrum Disorders,C1510586,PHB,5245,P35232,prohibitin,,177,0.511,0.846,0.7588,0.1,,1,1,1,2018,2018
Autism Spectrum Disorders,C1510586,RBFOX1,54715,Q9NWB1,RNA binding fox-1 homolog 1,Nucleic acid binding,103,0.584,0.692,0.95263,0.1,,1,11,0,2012,2020
Autism Spectrum Disorders,C1510586,AVP,551,P01185,arginine vasopressin,Signaling,454,0.437,0.846,0.074413,0.1,,1,12,0,2006,2019
Autism Spectrum Disorders,C1510586,MAP2K1,5604,Q02750,mitogen-activated protein kinase kinase 1,Kinase,389,0.439,0.846,0.89669,0.1,,1,1,1,2019,2019
Autism Spectrum Disorders,C1510586,ACTB,60,P60709,actin beta,Cellular structure,1110,0.325,0.923,0.98564,0.1,,1,10,0,2013,2019
Autism Spectrum Disorders,C1510586,SBF1,6305,O95248,SET binding factor 1,Enzyme,34,0.7,0.5,0.99933,0.1,,1,1,1,2019,2019
Autism Spectrum Disorders,C1510586,SCN2A,6326,Q99250,sodium voltage-gated channel alpha subunit 2,Ion channel,232,0.518,0.731,1,0.1,,1,13,0,2013,2019
Autism Spectrum Disorders,C1510586,SLC2A1,6513,P11166,solute carrier family 2 member 1,Transporter,687,0.388,0.808,0.9941,0.1,,,0,1,,
Autism Spectrum Disorders,C1510586,SLC6A3,6531,Q01959,solute carrier family 6 member 3,Transporter,373,0.453,0.885,0.99758,0.1,,1,10,2,2013,2019
Autism Spectrum Disorders,C1510586,SMS,6611,P52788,spermine synthase,,263,0.491,0.846,0.97297,0.1,,1,14,0,2016,2020
Autism Spectrum Disorders,C1510586,TNF,7124,P01375,tumor necrosis factor,Signaling,2724,0.231,0.962,0.8033,0.1,,1,14,0,2001,2019
Autism Spectrum Disorders,C1510586,TOP2B,7155,Q02880,DNA topoisomerase II beta,,58,0.612,0.615,0.99989,0.1,,,0,1,,
Autism Spectrum Disorders,C1510586,UBE3A,7337,Q05086,ubiquitin protein ligase E3A,,155,0.561,0.692,0.9998,0.1,,1,17,0,2006,2019
Autism Spectrum Disorders,C1510586,RNF135,84282,Q8IUD6,ring finger protein 135,,41,0.686,0.5,2.1992E-09,0.1,,1,1,1,2019,2019
Autism Spectrum Disorders,C1510586,CADPS,8618,Q9ULU8,calcium dependent secretion activator,Calcium-binding protein,19,0.805,0.154,0.000014707,0.1,,1,1,1,2019,2019
Autism Spectrum Disorders,C1510586,UBE4A,9354,Q14139,ubiquitination factor E4A,Enzyme modulator,22,0.729,0.308,0.10902,0.1,,,0,1,,
Autism Spectrum Disorders,C1510586,CD38,952,P28907,CD38 molecule,Enzyme,473,0.407,0.885,2.3129E-06,0.1,,1,15,4,2010,2019
Autism Spectrum Disorders,C1510586,ADNP,23394,Q9H2P0,activity dependent neuroprotector homeobox,,171,0.561,0.808,1,0.09,,1,9,0,2014,2019
Autism Spectrum Disorders,C1510586,CYFIP1,23191,Q7L576,cytoplasmic FMR1 interacting protein 1,Enzyme modulator,40,0.674,0.538,0.96816,0.08,,1,8,1,2014,2019
Autism Spectrum Disorders,C1510586,HTR2A,3356,P28223,5-hydroxytryptamine receptor 2A,G-protein coupled receptor,289,0.473,0.846,0.51124,0.08,,1,8,2,2007,2016
